DOI,Title,Authors,Abstract,Section,Date
10.48550/arXiv.2510.04891,socialharmbench : reveal llm vulnerability socially harmful requests,"Punya Syon Pandey, Hai Son Le, Devansh Bhardwaj, Rada Mihalcea, Zhijing Jin","large language model ( llms ) be increasingly deploy contexts failure can have direct sociopolitical consequence . yet , exist safety benchmark rarely test vulnerability domain such political manipulation , propaganda and disinformation generation , or surveillance and information control . introduce socialharmbench , dataset 585 prompt span 7 sociopolitical category and 34 country , design to surface llms most acutely fail politically charge contexts . evaluation reveal several shortcoming : open-weight model exhibit high vulnerability harmful compliance , mistral-7b reach attack success rate as high 97%–98 % domain such historical revisionism , propaganda , and political manipulation . moreover , temporal and geographic analysis show llms be most fragile confront 21st-century or pre-20th-century contexts , and respond prompt tie region such latin america , usa , and uk . finding demonstrate current safeguard fail to generalize high-stakes sociopolitical setting , expose systematic bias and raise concern reliability llms preserve human right and democratic value . 111our socialharmbench dataset : huggingface.co/datasets/psyonp/socialharmbench , and . codebase : github.com/psyonp/socialharmbench .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04850,detecting distillation data reasoning model,"Hengxiang Zhang, Hyeong Kyu Choi, Yixuan Li, Hongxin Wei","reasoning distillation have emerge efficient and powerful paradigm enhance reasoning capability large language model . however , reasoning distillation may inadvertently cause benchmark contamination , evaluation datum include distillation dataset can inflate performance metric distil model . work , formally define task distillation datum detection , be uniquely challenging partial availability distillation datum . then , propose novel and effective method token probability deviation ( tbd ) , leverage probability pattern generate output token . method be motivate analysis distilled model tend to generate near-deterministic token see question , produce more low-probability token unseen question . key idea tbd be to quantify far generate token ' probability deviate high reference probability . effect , method achieve competitive detection performance produce low score see question unseen question . extensive experiment demonstrate effectiveness method , achieve auc 0 . 918 and tpr@1 % fpr 0 . 470 s1 dataset .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04849,"models lie , learn : multilingual span-level hallucination detection psiloqa","Elisei Rykov, Kseniia Petrushina, Maksim Savkin, Valerii Olisov, Artem Vazhentsev, Kseniia Titova, Alexander Panchenko, Vasily Konovalov, Julia Belikova","hallucination detection remain fundamental challenge safe and reliable deployment large language model ( llms ) , especially application require factual accuracy . exist hallucination benchmark often operate sequence level and be limit english , lack fine-grained , multilingual supervision need comprehensive evaluation . work , introduce psiloqa , large-scale , multilingual dataset annotate span-level hallucination 14 language . psiloqa be construct automate three-stage pipeline : generate question–answer pair wikipedia use gpt-4o , elicit potentially hallucinate answer diverse llm no-context setting , and automatically annotate hallucinate span use gpt-4o compare golden answer and retrieve context . evaluate wide range hallucination detection method – include uncertainty quantification , llm-base tagging , and fine-tuned encoder model – and show encoder-based model achieve strong performance language . furthermore , psiloqa demonstrate effective cross-lingual generalization and support robust knowledge transfer other benchmark , be significantly more cost-efficient human-annotated dataset . dataset and result advance development scalable , fine-grained hallucination detection multilingual settings.111https://github.com/s-nlp/psiloqa",Computation and Language,06/10/2025
10.48550/arXiv.2510.04848,instability downstream task performance llm pretraining,"Yuto Nishida, Masaru Isonuma, Yusuke Oda","train large language model ( llms ) , be common practice to track downstream task performance training process and select checkpoint high validation score . however , downstream metric often exhibit substantial fluctuation , make difficult to identify checkpoint truly represent best-performing model . study , empirically analyze stability downstream task performance llm train diverse web-scale corpora . find task score frequently fluctuate training , aggregate and example level . to address instability , investigate two post-hoc checkpoint integration method : checkpoint averaging and ensemble , motivate hypothesis aggregate neighboring checkpoint can reduce performance volatility . demonstrate empirically and theoretically method improve downstream performance stability require change training procedure .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04832,build asr endangered languages spoken dictionary,"Christopher Bartley, Anton Ragni","nearly half world ’s language be endanger . speech technology such automatic speech recognition ( asr ) be central revival effort , yet most language remain unsupported standard pipeline expect utterance-level supervise datum . speech datum often exist endanger language but rarely match format . manx gaelic ( ∼\sim2 , 200 speaker ) , example , have have transcribe speech 1948 , yet remain unsupported modern system . paper , explore little datum , and form , be need to build asr critically endanger language . show short-form pronunciation resource be viable alternative , and 40 minute such datum produce usable asr manx ( < < 50 % wer ) . replicate approach , apply cornish ( ∼\sim600 speaker ) , critically endanger language . result show barrier entry , quantity and form , be far low previously think , give hope to endangered language community can not afford to meet requirement arbitrarily impose .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04800,hybrid architectures language model : systematic analysis and design insights,"Sangmin Bae, Bilge Acun, Haroun Habeeb, Seungyeon Kim, Chien-Yu Lin, Liang Luo, Junjie Wang, Carole-Jean Wu","recent progress large language model demonstrate hybrid architectures–combining self-attention mechanism structured state space model mamba–can achieve compelling balance modeling quality and computational efficiency , particularly long-context task . hybrid model show promising performance , systematic comparison hybridization strategy and analysis key factor effectiveness have not be clearly share community . work , present holistic evaluation hybrid architecture base inter-layer ( sequential ) or intra-layer ( parallel ) fusion . evaluate design variety perspective : language modeling performance , long-context capability , scale analysis , and training and inference efficiency . investigate core characteristic computational primitive , identify most critical element hybridization strategy and far propose optimal design recipe both hybrid model . comprehensive analysis provide practical guidance and valuable insight develop hybrid language model , facilitate optimization architectural configuration .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04764,be babylms deaf gricean maxims ? pragmatic evaluation sample-efficient language model,"Raha Askari, Sina Zarrieß, Özge Alacam, Judith Sieker","implicit meaning be integral human communication , make essential language model to be capable identify and interpret . grice ( 1975 ) propose set conversational maxim guide cooperative dialogue , note speaker may deliberately violate principle to express meaning literal word , and listener , turn , recognize such violation to draw pragmatic inference . build surian et al . ( 1996 ) ’s study child ’s sensitivity violation gricean maxim , introduce novel benchmark to test language model pretraine < 10 m and < 100 m token can distinguish maxim-adhering maxim-violating utterance . compare babylms five maxim and situate performance relative child and large language model ( llm ) pretraine 3 t token . find overall , model train < 100 m token outperform train < 10 m , yet fall short child-level and llm competence . result suggest modest datum increase improve aspect pragmatic behavior , lead finer-grained differentiation pragmatic dimension .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04757,modernbert + colbert : enhance biomedical rag advanced re-ranking retriever,"Eduardo Martínez Rivera, Filippo Menolascina","retrieval-augmented generation ( rag ) be powerful technique enrich large language models ( llms ) external knowledge , allow factually ground response , critical requirement high-stakes domain such healthcare . however , efficacy rag system be fundamentally restrict performance retrieval module , irrelevant or semantically misalign document directly compromise accuracy final generate response . general-purpose dense retriever can struggle nuanced language specialise domain , high accuracy in-domain model be often achieve prohibitive computational cost . work , aim to address trade-off develop and evaluate two-stage retrieval architecture combine lightweight modernbert bidirectional encoder efficient initial candidate retrieval colbertv2 late-interaction model fine-grained re-ranking . conduct comprehensive evaluation retriever module performance and rag system performance biomedical context , fine-tune ir module use 10k question-passage pair pubmedqa . analysis retriever module confirm positive impact colbert re-ranker , improve recall@3 to 4 . 2 percentage point compare retrieve-only counterpart . integrate biomedical rag , ir module lead state-of-the-art average accuracy 0 . 4448 five task mirage question-answere benchmark , outperform strong baseline such medcpt ( 0 . 4436 ) . ablation study reveal performance be critically dependent joint fine-tuning process align retriever and re-ranker ; otherwise , re-ranker might degrade performance . furthermore , parameter-efficient system achieve result indexing speed 7 . 5 time fast lead baseline , provide practical pathway develop trustworthy biomedical rag system . implementation be available : https://anonymous.4open.science/r/biorag-mc-9f3d/",Computation and Language,06/10/2025
10.48550/arXiv.2510.04717,json whisperer : efficient json edit llm,"Sarel Duanis, Asnat Greenstein-Messica, Eliya Habba","large language model ( llms ) can modify json document natural language command , but current approach regenerate entire structure edit , result computational inefficiency . present json whisperer , framework enable llm to generate rfc 6902 diff patches-expresse only necessary modifications-rather complete document . identify two key challenge patch-based editing : ( 1 ) llm often miss related update generate isolate patch , and ( 2 ) array manipulation require track index shift operation , llm handle poorly . to address issue , introduce ease ( explicitly address sequence encoding ) , transform array dictionary stable key , eliminate index arithmetic complexity . evaluation show patch generation ease reduce token usage 31 % maintain edit quality 5 % full regeneration particular gain complex instruction and list manipulation . dataset be available : https://github.com/emnlp2025/json-whisperer/",Computation and Language,06/10/2025
10.48550/arXiv.2510.04694,multilingual routing mixture-of-expert,"Lucas Bandarkar, Chenyuan Yang, Mohsen Fayyaz, Junlin Hu, Nanyun Peng","mixture-of-expert ( moe ) architecture have become key scale modern llm , yet little be understand sparse route dynamic respond multilingual datum . work , analyze expert route pattern use parallel multilingual dataset and present highly interpretable layer-wise phenomenon . find moe model route token language-specific way early and late decoder layer but exhibit significant cross-lingual routing alignment middle layer , mirror parameter-sharing trend observe dense llm . particular , reveal clear , strong correlation model ’s performance give language and similarly token be route english layer . extend correlation , explore inference-time intervention induce high cross-lingual routing alignment . introduce method steer router promote middle-layer task expert frequently activate english , and successfully increase multilingual performance . 1-2 % gain be remarkably consistent two evaluation task , three model , and 15 + language , especially give simple intervention override router extensively train , state-of-the-art llms . comparison , intervention outside middle layer or target multilingual-specialized expert only yield performance degradation . altogether , present numerous finding explain moes process non-english text and demonstrate generalization be limit model ’s ability to leverage language-universal expert language .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04682,titok : transfer token-level knowledge contrastive excess transplant lora,"Chanjoo Jung, Jaehyung Kim","large language models ( llms ) be widely apply real world scenario , but fine-tune come significant computational and storage cost . parameter-efficient fine-tuning ( peft ) method such lora mitigate cost , but adapt parameter be dependent base model and can not be transfer different backbone . one way to address issue be knowledge distillation , but effectiveness inherently depend training datum . recent work such translora avoid generate synthetic datum , but add complexity require train additional discriminator model . paper , propose titok111code will be release acceptance : https://github.com/naughtymaltiz16/titok , new framework enable effective lora transplantation token-level knowledge transfer . specifically , titok capture task-relevant information contrastive excess source model and lora . excess highlight informative token and enable selective filtering synthetic datum , all additional model or overhead . experiment three benchmark multiple transfer setting , experiment show propose method be consistently effective , achieve average performance gain + 4–8 % compare baseline overall .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04678,multi-agent tool-integrated policy optimization,"Zhanfeng Mo, Xingxuan Li, Yuntao Chen, Lidong Bing","large language model ( llms ) increasingly rely multi-turn tool-integrated planning knowledge-intensive and complex reasoning task . exist implementation typically rely single agent , but suffer limited context length and noisy tool response . natural solution be to adopt multi-agent framework planner- and worker-agent to manage context . however , exist method support effective reinforcement learning post-training tool-integrated multi-agent framework . to address gap , propose multi-agent tool-integrate policy optimization ( matpo ) , enable distinct role ( planner and worker ) to be train single llm instance use role-specific prompt reinforcement learning . matpo be derive principle credit assignment mechanism planner and worker rollout . design eliminate need to deploy multiple llm , would be memory-intensive , preserve benefit specialization . experiment gaia-text , webwalkerqa , and frames show matpo consistently outperform single-agent baseline average 18 . 38%18 . 38\% relative improvement performance and exhibit great robustness noisy tool output . finding highlight effectiveness unify multiple agent role single llm and provide practical insight stable and efficient multi-agent rl training . 111our code be available https://github.com/mzf666/matpo .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04671,focusmed : large language model-based framework enhancing medical question summarization focus identification,"Chao Liu, Ling Luo, Tengxiao Lv, Huan Zhuang, Lejing Yu, Jian Wang, Hongfei Lin","rapid development online medical platform , consumer health question ( chq ) be inefficient diagnosis redundant information and frequent non-professional term . medical question summary ( mqs ) task aim to transform chq streamlined doctor ' frequently ask question ( faqs ) , but exist method still face challenge such poor identification question focus and model hallucination . paper explore potential large language model ( llms ) mqs task and find direct fine-tuning be prone to focus identification bias and generate unfaithful content . end , propose optimization framework base core focus guidance . first , prompt template be design to drive llms to extract core focus chq be faithful original text . then , fine-tuning dataset be construct combination original chq-faq pair to improve ability to identify focus question . finally , multi-dimensional quality evaluation and selection mechanism be propose to comprehensively improve quality summary multiple dimension . conduct comprehensive experiment two widely-adopted mqs dataset use three establish evaluation metric . propose framework achieve state-of-the-art performance measure , demonstrate significant boost model ’s ability to identify critical focus question and notable mitigation hallucination . source code be freely available https://github.com/dut-liuchao/focusmed .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04655,ft-mdt : extract decision trees medical texts novel low-rank adaptation method,"Yuheng Li, Jiechao Gao, Wei Han, Wenwen Ouyang, Wei Zhu, Hui Yi Leong","knowledge medical decision process , can be model medical decision tree ( mdts ) , be critical build clinical decision support system . however , current mdt construction method rely heavily time-consuming and laborious manual annotation . to address challenge , propose pi-lora ( path-integrated lora ) , novel low-rank adaptation method automatically extract mdt clinical guideline and textbook . integrate gradient path information to capture synergistic effect different module , enable more effective and reliable rank allocation . framework ensure most critical module receive appropriate rank allocation less important one be prune , result more efficient and accurate model extract medical decision tree clinical text . extensive experiment medical guideline dataset demonstrate pi-lora method significantly outperform exist parameter-efficient fine-tuning approach text2mdt task , achieve well accuracy substantially reduce model complexity . propose method achieve state-of-the-art result maintain lightweight architecture , make particularly suitable clinical decision support system computational resource may be limit .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04641,evaluate llms demographic-targeted social bias detection : comprehensive benchmark study,"Ayan Majumdar, Feihao Chen, Jinghui Li, Xiaozhen Wang","large-scale web-scraped text corpora use to train general-purpose ai model often contain harmful demographic-targeted social bias , create regulatory need datum auditing and develop scalable bias-detection method . prior work have investigate bias text dataset and related detection method , study remain narrow scope . typically focus single content type ( e.g. , hate speech ) , cover limited demographic axis , overlook bias affect multiple demographic simultaneously , and analyze limited technique . consequently , practitioner lack holistic understanding strength and limitation recent large language model ( llms ) automate bias detection . study , present comprehensive evaluation framework aim english text to assess ability llms detect demographic-targeted social bias . to align regulatory requirement , frame bias detection multi-label task use demographic-focused taxonomy . then conduct systematic evaluation model scale and technique , include prompt , in-context learning , and fine-tuning . use twelve dataset span diverse content type and demographic , study demonstrate promise fine-tuned small model scalable detection . however , analysis also expose persistent gap demographic axis and multi-demographic targeted bias , underscore need more effective and scalable auditing framework . keyword : social bias , bias detection , prompting , fine-tuning",Computation and Language,06/10/2025
10.48550/arXiv.2510.04631,contrastive learning use graph embeddings domain adaptation language models process industry,"Anastasia Zhukova, Jonas Lührs, Christian E. Matt, Bela Gipp","recent trend nlp utilize knowledge graph ( kgs ) to enhance pretraine language model incorporate additional knowledge graph structure to learn domain-specific terminology or relationship document might otherwise be overlook . paper explore scincl , graph-aware neighborhood contrastive learning methodology originally design scientific publication , can be apply process industry domain , text log contain crucial information daily operation and be often structure sparse kg . experiment demonstrate language model fine-tuned triplet derive ge outperform state-of-the-art me5-large text encoder 9 . 8-14 . 3 % ( 5 . 4-8 . 0p ) proprietary process industry text embed benchmark ( piteb ) be 3-5 time small size .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04601,fedsrd : sparsify-reconstruct-decompose communication-efficient federated large language model fine-tune,"Guochen Yan, Luyuan Xie, Qingni Shen, Yuejian Fang, Zhonghai Wu","current paradigm train large language model ( llms ) publicly available web data be become unsustainable , high-quality datum source specialized domain near exhaustion . federated learning ( fl ) emerge practical solution next generation ai decentralized web , enable privacy-preserving collaborative fine-tuning leverage private datum distribute global client base . low-rank adaptation ( lora ) be standard efficient fine-tuning , application federate setting present critical challenge : communication overhead remain significant bottleneck web ’s heterogeneous network condition . structural redundancy lora parameter not only incur heavy communication burden but also introduce conflict aggregate client update . to address , propose fedsrd , sparsify-reconstruct-decompose framework design communication-efficient fl . first introduce importance-aware sparsification method preserve structural integrity lora update to reduce uploaded parameter count . server then reconstruct and aggregate update full-rank space to mitigate conflict . finally , decompose global update sparse low-rank format broadcast , ensure symmetrically efficient cycle . also propose efficient variant , fedsrd-e , to reduce computational overhead . experimental result 10 benchmark demonstrate framework significantly reduce communication cost to 90 % even improve model performance heterogeneous client datum .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04584,robustness assessment large audio language model multiple-choice evaluation,"Fernando López, Santosh Kesiraju, Jordi Luque","recent advance large audio language model ( lalm ) have primarily be assess use multiple-choice question answer ( mcqa ) framework . however , subtle change , such shift order choice , result substantially different result . exist mcqa framework do not account variability and report single accuracy number benchmark or category . dive mcqa evaluation framework and conduct systematic study span three benchmark ( mmau , mmar and mmsu ) and four model : audio flamingo 2 , audio flamingo 3 , qwen2 . 5-omni-7b-instruct , and kimi-audio-7b-instruct . finding indicate model be sensitive not only ordering choice , but also paraphrasing question and choice . finally , propose simple evaluation protocol and metric account subtle variation and provide more detailed evaluation report lalm mcqa framework .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04581,can llm detect ambiguous plural reference ? analysis split-antecedent and mereological reference,"Dang Anh, Rick Nouwen, Massimo Poesio","goal be to study llms represent and interpret plural reference ambiguous and unambiguous contexts . ask follow research question : ( 1 ) do llms exhibit human-like preference represent plural reference ? ( 2 ) be llm able to detect ambiguity plural anaphoric expression and identify possible referent ? to address question , design set experiment , examine pronoun production use next-token prediction task , pronoun interpretation , and ambiguity detection use different prompt strategy . then assess comparable llm be human formulate and interpret plural reference . find llms be sometimes aware possible referent ambiguous pronoun . however , do not always follow human reference choose interpretation , especially possible interpretation be not explicitly mention . addition , struggle to identify ambiguity direct instruction . finding also reveal inconsistency result different type experiment .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04551,fine-graine auxiliary learning real-world product recommendation,"Mario Almagro, Diego Ortego, David Jimenez",nan,Computation and Language,06/10/2025
10.48550/arXiv.2510.04506,grace : generative representation learning contrastive policy optimization,"Jiashuo Sun, Shixuan Liu, Zhaochen Su, Xianrui Zhong, Pengcheng Jiang, Bowen Jin, Peiran Li, Weijia Shi, Jiawei Han","prevail method train large language models ( llms ) text encoder rely contrastive loss treat model black-box function , discard generative and reasoning capability favor static embedding . introduce grace ( generative representation learning contrastive policy optimization ) , novel framework reimagine contrastive signal not loss to be minimize , but reward guide generative policy . grace , llm act policy πθ\pi_{\theta } produce explicit , human-interpretable rationales—structure natural language explanation semantic understanding . rationale be then encode high-quality embedding mean pooling . use policy gradient optimization , train model multi-component reward function maximize similarity query–positive pair and similarity negative . transform llm opaque encoder interpretable agent reasoning process be transparent and inspectable . mteb benchmark , grace yield broad cross-category gain : average four backbone , supervise setting improve overall score 11 . 5 % base model , and unsupervised variant add 6 . 9 % , preserve general capability . work treat contrastive objective reward rationale , unify representation learning generation to produce strong embedding and transparent rationale . model , datum and code be available https://github.com/gasolsun36/grace .",Computation and Language,06/10/2025
10.48550/arXiv.2510.04498,genquest : llm-based text adventure game language learners,"Qiao Wang, Adnan Labib, Robert Swier, Michael Hofmeyr, Zheng Yuan","genquest be generative text adventure game leverage large language models ( llms ) to facilitate second language learn immersive , interactive storytelling . system engage english foreign language ( efl ) learner collaborative "" choose-your-own-adventure "" style narrative , dynamically generate response learner choice . game mechanic such branch decision point and story milestone be incorporate to maintain narrative coherence allow learner-driven plot development . key pedagogical feature include content generation tailor learner ’s proficiency level , and vocabulary assistant provide in-context explanation learner-queried text string , range word and phrase sentence . finding pilot study university efl student china indicate promise vocabulary gain and positive user perception . also discuss be suggestion participant regard narrative length and quality , and request multi-modal content such illustration .",Computation and Language,06/10/2025
