DOI,Title,Authors,Abstract,Section,Date
10.48550/arXiv.2509.15926,score uncertainty calibrate llm automated essay assessment,"Ahmed Karim, Qiao Wang, Zheng Yuan",automated essay scoring aes system now attain human agreement public benchmark real world adoption especially high stake examination remain limit principal obstacle be most model output single score accompany measure confidence explanation address gap conformal prediction distribution free wrapper equip classifier set value output enjoy formal coverage guarantee two open source large language models llama-3 8b qwen-2.5 3b be fine tune three diverse corpus asap toefl11 cambridge fce calibrate 90 risk level reliability be assess uacc uncertainty aware accuracy reward model be correct concise knowledge be first work to combine conformal prediction uacc essay score calibrate model consistently meet coverage target keep prediction set compact indicate open source mid size llm can already support teacher loop aes discuss scale broad user study future work,Computation and Language,19/09/2025
10.48550/arXiv.2509.15901,re frame meeting summarization scope fact base summarization personalization question,"Frederic Kirstein, Sonu Kumar, Terry Ruas, Bela Gipp",meeting summarization large language model llms remain error prone often produce output hallucination omission irrelevancy present frame modular pipeline reframe summarization semantic enrichment task frame extract score salient fact organize thematically use to enrich outline abstractive summary to personalize summary introduce scope reason loud protocol have model build reason trace answer nine question content selection evaluation propose p mesa multi dimensional reference free evaluation framework to assess summary fit target reader p mesa reliably identify error instance achieve ≥89%\geq 89\% balance accuracy human annotation strongly align human severity rating ρ≥0.70\rho\geq 0.70 qmsum fame frame reduce hallucination omission 2 5 point measure mesa scope improve knowledge fit goal alignment prompt only baseline finding advocate rethink summarization to improve control faithfulness personalization111resource be available section a.1 github,Computation and Language,19/09/2025
10.48550/arXiv.2509.15896,psychology falsehood human centric survey misinformation detection,"Arghodeep Nandi, Megha Sundriyal, Euna Mehnaz Khan, Jikai Sun, Emily Vraga, Jaideep Srivastava, Tanmoy Chakraborty",misinformation remain one most significant issue digital age automate fact check have emerge viable solution most current system be limit evaluate factual accuracy however detrimental effect misinformation transcend simple falsehood take advantage individual perceive interpret emotionally react information underscore need to move factuality adopt more human center detection framework survey explore evolve interplay traditional fact check approach psychological concept such cognitive bias social dynamic emotional response analyze state art misinformation detection system lens human psychology behavior reveal critical limitation current method identify opportunity improvement additionally outline future research direction aim create more robust adaptive framework such neuro behavioural model integrate technological factor complexity human cognition social influence approach offer promise pathway to more effectively detect mitigate societal harm misinformation,Computation and Language,19/09/2025
10.48550/arXiv.2509.15888,distribution align decoding efficient llm task adaptation,"Senkang Hu, Xudong Han, Jinqi Jiang, Yihang Tao, Zihan Fang, Sam Tak Wu Kwong, Yuguang Fang",adapt billion parameter language model downstream task be still costly even parameter efficient fine tune peft re cast task adaptation output distribution alignment objective be to steer output distribution task distribution directly decode rather indirectly weight update build view introduce steering vector decoding svd lightweight peft compatible theoretically ground method start short warm start fine tune extract task aware steer vector kullback leibler kl divergence gradient output distribution warm start pre train model steer vector be then use to guide decode process to steer model ’s output distribution task distribution theoretically prove svd be first order equivalent gradient step full fine tune derive globally optimal solution strength steer vector three task nine benchmark svd pair four standard peft method improve multiple choice accuracy to 5 point open end truthfulness 2 point similar gain 1 2 point commonsense dataset add trainable parameter peft adapter svd thus offer lightweight theoretically ground path strong task adaptation large language model,Computation and Language,19/09/2025
10.48550/arXiv.2509.15839,multi physics comprehensive benchmark multimodal llm reason chinese multi subject physics problem,"Zhongze Luo, Zhenshuai Yin, Yongxin Guo, Zhichao Wang, Jionghao Zhu, Xiaoying Tang","multimodal llm mllms demonstrate remarkable reason progress application specialize scientific domain physics reveal significant gap current evaluation benchmark specifically exist benchmark often lack fine grain subject coverage neglect step step reason process be predominantly english centric fail to systematically evaluate role visual information therefore introduce multi physics chinese physics reason comprehensive benchmark include 5 difficulty level feature 1,412 image associate multiple choice question span 11 high school physics subject employ dual evaluation framework to evaluate 20 different mllm analyze final answer accuracy step step integrity chain thought furthermore systematically study impact difficulty level visual information compare model performance change input mode work provide not only fine grain resource community also offer robust methodology dissect multimodal reason process state art mllm dataset code have be open source 111https://github.com/luozhongze/multi-physics",Computation and Language,19/09/2025
10.48550/arXiv.2509.15837,curious case visual grounding different effects speech- text base language encoders,"Adrian Sauter, Willem Zuidema, Marianne de Heer Kloots",do visual information include train affect language process audio- text base deep learn model explore such visual ground affect model internal representation word find substantially different effect speech- text base language encoder firstly global representational comparison reveal visual ground increase alignment representation spoken write language effect seem mainly drive enhance encode word identity rather mean then apply target cluster analysis to probe phonetic vs. semantic discriminability model representation speech base representation remain phonetically dominate visual ground contrast text base representation visual ground do not improve semantic discriminability finding could usefully inform development more efficient method to enrich speech base model visually inform semantic,Computation and Language,19/09/2025
10.48550/arXiv.2509.15811,good l cross lingual reward modeling mathematical reasoning,"Sara Rajaee, Rochelle Choenni, Ekaterina Shutova, Christof Monz",reason ability large language model llms continue to advance remain unclear such ability vary language multilingual llm different language produce reason path complement other to investigate question train reward model rank generate response give question language result show cross lingual reward model substantially improve mathematical reason performance compare use reward model single language benefit even high resource language english often exhibit high performance multilingual model find cross lingual sample particularly benefit english low sample budget finding reveal new opportunity to improve multilingual reason leverage complementary strength diverse language,Computation and Language,19/09/2025
10.48550/arXiv.2509.15793,rave retrieval scoring aware verifiable claim detection,"Yufeng Li, Arkaitz Zubiaga",rapid spread misinformation social medium underscore need scalable fact check tool key step be claim detection identify statement can be objectively verify prior approach often rely linguistic cue claim check worthiness struggle vague political discourse diverse format such tweet present rave retrieval scoring aware verifiable claim detection framework combine evidence retrieval structure signal relevance source credibility experiment ct22 test policlaim test show rave consistently outperform text only retrieval base baseline accuracy f1,Computation and Language,19/09/2025
10.48550/arXiv.2509.15789,uprprc unified pipeline reproduce parallel resource corpus united nations,"Qiuyang Lu, Fangjian Shen, Zhengkai Tang, Qiang Liu, Hexuan Cheng, Hui Liu, Wushao Wen",quality accessibility multilingual dataset be crucial advance machine translation however previous corpus build united nations document have suffer issue such opaque process difficulty reproduction limit scale to address challenge introduce complete end end solution datum acquisition web scrape text alignment entire process be fully reproducible minimalist single machine example optional distribute compute step scalability core propose new graph aided paragraph alignment gapa algorithm efficient flexible paragraph level alignment result corpus contain 713 million english token more double scale prior work good knowledge represent large publicly available parallel corpus compose entirely human translate non ai generate content code corpus be accessible mit license,Computation and Language,19/09/2025
10.48550/arXiv.2509.15763,unigist general hardware align sequence level long context compression,"Chenlong Deng, Zhisong Zhang, Kelong Mao, Shuaiyi Li, Tianqing Fang, Hongming Zhang, Haitao Mi, Dong Yu, Zhicheng Dou",large language model be increasingly capable handle long context input memory overhead key value kv cache remain major bottleneck general purpose deployment various compression strategy have be explore sequence level compression drop full kv cache certain token be particularly challenge can lead loss important contextual information to address introduce unigist sequence level long context compression framework efficiently preserve context information replace raw token special compression token gist fine grain manner adopt chunk free train strategy design efficient kernel gist shift trick enable optimize gpu train scheme also support flexible inference allow actual removal compress token result real time memory saving experiment multiple long context task demonstrate unigist significantly improve compression quality especially strong performance detail recall task long range dependency model,Computation and Language,19/09/2025
10.48550/arXiv.2509.15739,can llms judge debates evaluate non linear reasoning argumentation theory semantics,"Reza Sanayei, Srdjan Vesic, Eduardo Blanco, Mihai Surdeanu",large language models llms excel linear reason task remain underexplored non linear structure such find natural debate be well express argument graph evaluate llm can approximate structure reason computational argumentation theory cat specifically use quantitative argumentation debate quad semantic assign acceptability score argument base attack support relation give only dialogue format debate two node dataset model be prompt to rank argument access underlie graph test several llms advance instruction strategy include chain thought in context learning model show moderate alignment quad ranking performance degrade long input disrupt discourse flow advanced prompt help mitigate effect reduce bias relate argument length position finding highlight promise limitation llm model formal argumentation semantic motivate future work graph aware reason,Computation and Language,19/09/2025
10.48550/arXiv.2509.15723,refer mitigate bias opinion summarisation frequency framed prompting,"Nannan Huang, Haytham M. Fayek, Xiuzhen Zhang",individual express diverse opinion fair summary should represent viewpoint comprehensively previous research fairness opinion summarisation use large language model llms rely hyperparameter tune provide ground truth distributional information prompt however method face practical limitation end user rarely modify default model parameter accurate distributional information be often unavailable build cognitive science research demonstrate frequency base representation reduce systematic bias human statistical reason make reference class explicit reduce cognitive load study investigate frequency frame prompt refer can similarly enhance fairness llm opinion summarisation systematic experimentation different prompt framework adapt technique know to improve human reason to elicit more effective information process language model compare to abstract probabilistic representation result demonstrate refer enhance fairness language model summarise opinion effect be particularly pronounce large language model use strong reason instruction,Computation and Language,19/09/2025
10.48550/arXiv.2509.15714,once time interactive learning storytelle small language models,"Jonas Mayer Martins, Ali Hamza Bashir, Muhammad Rehan Khalid, Lisa Beinborn",child efficiently acquire language not just listen interact other social environment conversely large language model be typically train next word prediction massive amount text motivate contrast investigate language model can be train less datum learn not only next word prediction also high level cognitively inspire feedback train student model to generate story teacher model rate readability narrative coherence creativity vary amount pretraining feedback loop assess impact interactive learn formal functional linguistic competence find high level feedback be highly datum efficient just 1 m word input interactive learn storytelling skill can improve as much 410 m word next word prediction,Computation and Language,19/09/2025
10.48550/arXiv.2509.15701,fine tuning large multimodal models automatic pronunciation assessment,"Ke Wang, Wenning Wei, Yan Deng, Lei He, Sheng Zhao",automatic pronunciation assessment apa be critical computer assisted language learning call require evaluation multiple granularity aspect large multimodal models lmms present new opportunity apa effectiveness fine grain assessment remain uncertain work investigate fine tune lmm apa use speechocean762 dataset private corpus fine tune significantly outperform zero shot setting achieve competitive result single granularity task compare public commercial system model perform well word sentence level phoneme level assessment remain challenge also observe pearson correlation coefficient pcc reach 0.9 spearman ’s rank correlation coefficient scc remain 0.6 suggest scc well reflect ordinal consistency finding highlight promise limitation lmms apa point future work fine grain model rank aware evaluation,Computation and Language,19/09/2025
10.48550/arXiv.2509.15667,vox krikri unifying speech language continuous fusion,"Dimitrios Damianos, Leon Voukoutis, Georgios Paraskevopoulos, Vassilis Katsouros",present multimodal fusion framework bridge pre train decoder base large language model llm acoustic encoder decoder architecture such whisper aim build speech enable llms instead directly use audio embedding explore intermediate audio condition text space more effective mechanism alignment method operate fully continuous text representation space fuse whisper ’s hide decoder state llm cross modal attention support offline stream mode introduce voxkrikri first greek speech llm show analysis approach effectively align representation modality result highlight continuous space fusion promise path multilingual low resource speech llms achieve state art result automatic speech recognition greek provide average ∼20%\sim 20\% relative improvement benchmark,Computation and Language,19/09/2025
10.48550/arXiv.2509.15655,layer wise minimal pair probing reveal contextual grammatical conceptual hierarchy speech representations,"Linyang He, Qiaolin Wang, Xilin Jiang, Nima Mesgarani",transformer base speech language model slms have significantly improve neural speech recognition understand exist research have examine well slm encode shallow acoustic phonetic feature extent to slms encode nuanced syntactic conceptual feature remain unclear draw parallel linguistic competence assessment large language model study be first to systematically evaluate presence contextual syntactic semantic feature slms self supervise learn s3 m automatic speech recognition asr speech compression codec encoder auditory large language model audiollms minimal pair design diagnostic feature analysis 71 task span diverse linguistic level layer wise time resolve analysis uncover 1 speech encode grammatical feature more robustly conceptual one 2 never see text s3 m match surpass asr encoder linguistic level demonstrate rich grammatical even conceptual knowledge can arise purely audio 3 s3 m representation peak mid network then crash final layer asr audiollm encoder maintain improve reflect pre train objective reshape late layer content 4 temporal probe far show s3ms encode grammatical cue 500 ms word begin audiollms distribute evidence more evenly indicate objective shape not only also linguistic information be most salient together finding establish first large scale map contextual syntax semantic speech model highlight promise limit current slm train paradigm,Computation and Language,19/09/2025
10.48550/arXiv.2509.15640,multilingual llm prompting strategies medical english vietnamese machine translation,"Nhu Vo, Nu-Uyen-Phuong Le, Dung D. Le, Massimo Piccardi, Wray Buntine",medical english vietnamese machine translation en vi mt be essential healthcare access communication vietnam vietnamese remain low resource under study language systematically evaluate prompt strategy six multilingual llm 0.5b–9b parameter medev dataset compare zero shot few shot dictionary augment prompt meddict english vietnamese medical lexicon result show model scale be primary driver performance large llm achieve strong zero shot result few shot prompt yield only marginal improvement contrast terminology aware cue embed base example retrieval consistently improve domain specific translation finding underscore promise current limitation multilingual llm medical en vi mt,Computation and Language,19/09/2025
10.48550/arXiv.2509.15631,sparse autoencoder guide internal representation unlearning large language models,"Tomoya Yamashita, Akira Ito, Yuuki Yamanaka, Masanori Yamada, Takayuki Miura, Toshiki Shibahara",large language model llms be increasingly deploy various application privacy copyright concern have heighten need more effective llm unlearn technique many exist unlearn method aim to suppress undesirable output additional train e.g. gradient ascent reduce probability generate such output such suppression base approach can control model output may not eliminate underlie knowledge embed model ’s internal activation mute response be not same forget moreover such suppression base method often suffer model collapse to address issue propose novel unlearn method directly intervene model ’s internal activation formulation forget be define state activation forget target be indistinguishable unknown entity method introduce unlearn objective modify activation target entity away know entity unknown entity sparse autoencoder latent space align target ’s internal activation unknown entity shift model ’s recognition target entity know unknown achieve genuine forget avoid suppression model collapse empirically show method effectively align internal activation forget target result suppression base approach do not reliably achieve additionally method effectively reduce model ’s recall target knowledge question answer task significant damage non target knowledge,Computation and Language,19/09/2025
10.48550/arXiv.2509.15621,concept unlearning large language models self construct knowledge triplets,"Tomoya Yamashita, Yuuki Yamanaka, Masanori Yamada, Takayuki Miura, Toshiki Shibahara, Tomoharu Iwata",machine unlearning mu have recently attract considerable attention solution privacy copyright issue large language model llms exist mu method aim to remove specific target sentence llm minimize damage unrelated knowledge however approach require explicit target sentence do not support remove broad concept such person event to address limitation introduce concept unlearning cu new requirement llm unlearn leverage knowledge graph to represent llm ’s internal knowledge define cu remove forget target node associate edge graph base formulation enable more intuitive unlearn facilitate design more effective method propose novel method prompt llm to generate knowledge triplet explanatory sentence forget target apply unlearn process representation approach enable more precise comprehensive concept removal align unlearn process llm ’s internal knowledge representation experiment real world synthetic dataset demonstrate method effectively achieve concept level unlearn while preserve unrelated knowledge,Computation and Language,19/09/2025
10.48550/arXiv.2509.15620,scievent benchmarke multi domain scientific event extraction,"Bofu Dong, Pritesh Shah, Sumedh Sonawane, Tiyasha Banerjee, Erin Brady, Xinya Du, Ming Jiang",scientific information extraction sciie have primarily rely entity relation extraction narrow domain limit applicability interdisciplinary research struggle to capture necessary context scientific information often result fragment conflict statement paper introduce scievent111our code benchmark be release https://github.com/desdai/scievent novel multi domain benchmark scientific abstract annotate unify event extraction ee schema design to enable structure context aware understand scientific content include 500 abstract five research domain manual annotation event segment trigger fine grain argument define sciie multi stage ee pipeline 1 segment abstract core scientific activity background method result conclusion 2 extract correspond trigger argument experiment fine tune ee model large language model llms human annotator reveal performance gap current model struggle domain such sociology humanity scievent serve challenge benchmark step generalizable multi domain sciie,Computation and Language,19/09/2025
10.48550/arXiv.2509.15587,divlogiceval framework benchmarking logical reasoning evaluation large language models,"Tsz Ting Chung, Lemao Liu, Mo Yu, Dit-Yan Yeung",logic reason natural language have be recognize important measure human intelligence large language models llms popular benchmark may entangle multiple reason skill thus provide unfaithful evaluation logic reason skill meanwhile exist logic reason benchmark be limit language diversity distribution be deviate distribution ideal logic reason benchmark may lead bias evaluation result paper thereby propose new classical logic benchmark divlogiceval consist natural sentence compose diverse statement counterintuitive way to ensure more reliable evaluation also introduce new evaluation metric mitigate influence bias randomness inherent llms experiment demonstrate extent to logical reason be require to answer question divlogiceval compare performance different llm conduct logical reason,Computation and Language,19/09/2025
10.48550/arXiv.2509.15579,chunk based speech pre train high resolution finite scalar quantization,"Yun Tang, Cindy Tseng",low latency speech human machine communication be become increasingly necessary speech technology advance quickly last decade one primary factor advancement speech technology be self supervise learn most self supervise learn algorithm be design full utterance assumption compromise have to make partial utterance be present be common stream application work propose chunk base self supervise learn chunk ssl algorithm unify solution stream offline speech pre train chunk ssl be optimize mask prediction loss acoustic encoder be encourage to restore index mask speech frame help unmask frame same chunk precede chunk copy append data augmentation approach be propose to conduct efficient chunk base pre train chunk ssl utilize finite scalar quantization fsq module to discretize input speech feature study show high resolution fsq codebook i.e. codebook vocabulary size few million be beneficial to transfer knowledge pre train task downstream task group mask prediction loss be employ pre train to alleviate high memory computation cost introduce large codebook propose approach be examine two speech text task i.e. speech recognition speech translation experimental result librispeech must c dataset show propose method could achieve very competitive result speech to text task stream offline mode,Computation and Language,19/09/2025
10.48550/arXiv.2509.15577,relevance utility process supervise rewrite rag,"Jaeyoung Kim, Jongho Kim, Seung-won Hwang, Seoho Song, Young-In Song",retrieval augmented generation system often suffer gap optimize retrieval relevance generative utility retrieve document may be topically relevant still lack content need effective reason generation exist bridge module attempt to rewrite retrieve text well generation show fail to capture true document utility work propose r2u key distinction directly optimize to maximize probability generate correct answer process supervision such direct observation be expensive also propose approximate efficient distillation pipeline scale supervision llms help small rewriter model generalize well evaluate method multiple open domain question answer benchmark empirical result demonstrate consistent improvement strong bridge baseline 111source code https://anonymous.4open.science/r/r2u-d547/readme.md,Computation and Language,19/09/2025
10.48550/arXiv.2509.15568,litelong resource efficient long context data synthesis llms,"Junlong Jia, Xing Wu, Chaochen Gao, Ziyang Chen, Zijia Lin, Zhongzhi Li, Weinong Wang, Haotian Xu, Donghui Jin, Debing Zhang, Binghui Guo",high quality long context datum be essential train large language model llms capable process extensive document exist synthesis approach use relevance base aggregation face challenge computational efficiency present litelong resource efficient method synthesize long context datum structure topic organization multi agent debate approach leverage bisac book classification system to provide comprehensive hierarchical topic organization then employ debate mechanism multiple llm to generate diverse high quality topic structure topic use lightweight bm25 retrieval to obtain relevant document concatenate 128k token train sample experiment helmet ruler benchmark demonstrate litelong achieve competitive long context performance can seamlessly integrate other long dependency enhancement method litelong make high quality long context data synthesis more accessible reduce computational data engineer cost facilitate further research long context language train,Computation and Language,19/09/2025
10.48550/arXiv.2509.15556,explore polyglot harmony multilingual data allocation large language models pretraine,"Ping Guo, Yubing Ren, Binbin Liu, Fengze Liu, Haobin Lin, Yifan Zhang, Bingni Zhang, Taifeng Wang, Yin Zheng",large language model llms have become integral wide range application worldwide drive unprecedented global demand effective multilingual capability central achieve robust multilingual performance be strategic allocation language proportion train corpus however determine optimal language ratio be highly challenge intricate cross lingual interaction sensitivity dataset scale paper introduce climb cross lingual interaction aware multilingual balancing novel framework design to systematically optimize multilingual datum allocation core climb introduce cross lingual interaction aware language ratio explicitly quantify language ’s effective allocation capture inter language dependency leverage ratio climb propose principled two step optimization procedure first equalize marginal benefit language then maximize magnitude result language allocation vector significantly simplify inherently complex multilingual optimization problem extensive experiment confirm climb can accurately measure cross lingual interaction various multilingual setting llm train climb derive proportion consistently achieve state art multilingual performance even achieve competitive performance open source llm train more token,Computation and Language,19/09/2025
10.48550/arXiv.2509.15550,dna detectllm unveiling ai generate text dna inspire mutation repair paradigm,"Xiaowei Zhu, Yubing Ren, Fang Fang, Qingfeng Tan, Shi Wang, Yanan Cao",rapid advancement large language model llms have blur line ai generate human write text progress bring societal risk such misinformation authorship ambiguity intellectual property concern highlight urgent need reliable ai generate text detection method however recent advance generative language model have result significant overlap feature distribution human write ai generate text blur classification boundary make accurate detection increasingly challenge to address above challenge propose dna inspire perspective leverage repair base process to directly interpretably capture intrinsic difference human write ai generate text building perspective introduce dna detectllm zero shot detection method distinguish ai generate human write text method construct ideal ai generate sequence input iteratively repair non optimal token quantify cumulative repair effort interpretable detection signal empirical evaluation demonstrate method achieve state art detection performance exhibit strong robustness various adversarial attack input length specifically dna detectllm achieve relative improvement 5.55 auroc 2.08 f1 score multiple public benchmark dataset,Computation and Language,19/09/2025
10.48550/arXiv.2509.15549,method improve multilingual quality diversity instruction fine tune dataset,"Chunguang Zhao, Yilun Liu, Pufan Zeng, Yuanchang Luo, Shimin Tao, Minggui He, Weibin Meng, Song Xu, Ziang Chen, Chen Liu, Hongxia Ma, Li Zhang, Boxing Chen, Daimeng Wei",multilingual instruction fine tuning ift be essential enable large language model llms to generalize effectively diverse linguistic cultural context however scarcity high quality multilingual train datum correspond build method remain critical bottleneck datum selection have show promise english setting exist method often fail to generalize language reliance simplistic heuristic language specific assumption work introduce multilingual data quality diversity m daq novel method improve llms multilinguality select high quality semantically diverse multilingual ift sample far conduct first systematic investigation superficial alignment hypothesis sah multilingual set empirical result 18 language demonstrate model fine tune m daq method achieve significant performance gain vanilla baseline 60 win rate human evaluation far validate gain highlight increment cultural point response release m daq code111https://github.com/zhaocorey/m-daq.git to support future research,Computation and Language,19/09/2025
